sube_adi;sube_il_kodu;sube_kodu;
SARUHANLI/MANISA;045;004600547045;
SOMA/MANISA;045;004600271045;
TURGUTLU/MANİSA;045;004600144045;
VESTEL CİTY BAĞLI;045;004601503045;
BİNEVLER/KAHRAMANMARAŞ ŞUBESİ;046;004601031046;
ÇEVREYOLU/KAHRAMANMARAŞ ŞUBESİ;046;004601406046;
ELBİSTAN ŞUBESİ/KAHRAMANMARAŞ;046;004600580046;
KAHRAMANMARAŞ;046;004600117046;
KIZILTEPE/MARDİN;047;004600541047;
MARDİN;047;004600466047;
BODRUM;048;004600279048;
DALAMAN ŞUBESİ;048;004600942048;
FETHİYE;048;004600108048;
HALIKARNAS ŞUBESI;048;004600651048;
LİKYA ŞUBESİ;048;004600619048;
MARMARİS/MUĞLA;048;004600615048;
MİLAS;048;004600253048;
MUĞLA;048;004600128048;
ORTACA/MUĞLA;048;004600537048;
TURGUTREİS ŞUBESİ;048;004601300048;
UZUNYALI ŞUBESİ;048;004601321048;
YALIKAVAK ŞUBESİ;048;004601079048;
YATAGAN/MUGLA;048;004600599048;
MUŞ;049;004600498049;
KAPADOKYA;050;004600379050;
NEVŞEHİR;050;004600084050;
NİĞDE;051;004600180051;
FATSA/ORDU;052;004600264052;
ORDU;052;004600230052;
ÜNYE/ORDU;052;004600429052;
YENİMAHALLE/ORDU;052;004600968052;
ARDEŞEN/RİZE;053;004600473053;
ÇAYELİ/RIZE;053;004600130053;
PAZAR/RİZE;053;004600228053;
RİZE;053;004600099053;
ADAPAZARI;054;004600027054;
AKYAZI/ADAPAZARI;054;004600557054;
ATATÜRK BULVARI /ADAPAZARI;054;004600885054;
ERENLER ŞUBESİ;054;004600521054;
KARASU ŞUBESİ;054;004601037054;
KAYNARCA/ADAPAZARI;054;004600601054;
PAMUKOVA/ADAPAZARI;054;004600525054;
SERDİVAN ŞUBESİ;054;004601257054;
ATAKUM ŞUBESI;055;004600263055;
ATAKUM(19 MAYIS ÜNİVERSİTESİ)BAĞLI;055;004601389055;
BAFRA/SAMSUN;055;004600196055;
BUĞDAYPAZARI/SAMSUN;055;004600621055;
ÇARŞAMBA/SAMSUN;055;004600364055;
ÇİFTLİK CD./SAMSUN;055;004600233055;
SAMSUN;055;004600059055;
SAN.SİT./SAMSUN;055;004600553055;
TEKKEKÖY ŞUBESİ;055;004601097055;
SİİRT;056;004600421056;
BOYABAT/SİNOP;057;004600564057;
SİNOP;057;004600891057;
SİVAS;058;004600086058;
TOPTANCILAR SİTESİ/SİVAS;058;004600711058;
ÇERKEZKÖY/TEKİRDAĞ;059;004600563059;
ÇORLU/TEKIRDAG;059;004600124059;
EMLAK KONUT;059;004600694059;
ERGENE;059;004601055059;
KAPAKLI ŞUBESİ;059;004600814059;
MALKARA/TEKİRDAĞ;059;004600376059;
MURATLI/TEKİRDAĞ;059;004600368059;
SARAY/TEKİRDAĞ;059;004600518059;
ŞARKÖY/TEKİRDAĞ;059;004600393059;
TEKİRDAĞ;059;004600121059;
ERBAA/TOKAT;060;004600532060;
TOKAT;060;004600160060;
TURHAL/TOKAT;060;004600507060;
AKÇAABAT/TRABZON;061;004600365061;
ARAKLI/TRABZON;061;004600338061;
DEĞİRMENDERE/TRABZON;061;004600591061;
MUMHANEÖNÜ ŞUBESI;061;004600737061;
OF/TRABZON;061;004600254061;
TRABZON;061;004600100061;
VAKFIKEBİR/TRABZON;061;004600314061;
EMNİYET CADDESİ/ŞANLIURFA ŞUBESİ;063;004600374063;
KARAKÖPRÜ/ŞANLIURFA ŞUBESİ;063;004601328063;
SİVEREK/ŞANLIURFA;063;004600472063;
ŞANLIURFA;063;004600034063;
VIRANŞEHIR ŞUBESI/ŞANLIURFA;063;004600719063;
ÇEVREYOLU/UŞAK ŞUBESİ;064;004601254064;
UŞAK;064;004600115064;
İPEKYOLU/VAN ŞUBESİ;065;004601377065;
VAN;065;004600456065;
SORGUN ŞUBESİ;066;004600451066;
YOZGAT;066;004600358066;
ÇAYCUMA/ZONGULDAK;067;004600371067;
DEVREK/ZONGULDAK;067;004600245067;
EREĞLİ/KARADENİZ;067;004600077067;
ZONGULDAK;067;004600203067;
AKSARAY;068;004600185068;
KARAMAN;070;004600176070;
KIRIKKALE;071;004600011071;
BATMAN;072;004600423072;
RAMAN;072;004601396072;
SİLOPİ;073;004600720073;
BARTIN;074;004600136074;
ARDAHAN;075;004600531075;
IĞDIR;076;004600497076;
YALOVA;077;004600232077;
KARABÜK;078;004600081078;
KADİRLİ/OSMANİYE;080;004600310080;
OSMANİYE;080;004600425080;
DÜZCE;081;004600083081;
EMKT MERKEZİ;999;004690008999;
IBAN MERKEZ ŞUBE;999;004690001999;
ADANA ŞUBESİ;001;014300322001;
ANKARA ÖZEL BANKACILIK ŞUBESİ;006;014300109006;
BAŞKENT ŞUBESİ;006;014300312006;
ANTALYA ŞUBE;007;014300242007;
BURSA;016;014300104016;
GAZIANTEP SUBESI;027;014300105027;
AKTİF YATIRIM BANKASI A.Ş. MERKEZ ŞUBESİ;034;014300101034;
AVRUPA 1;034;014300163034;
BIREYSEL BANKACILIK SUBESI;034;014300444034;
FI ŞUBE;034;014300887034;
HAZİNE;034;014300888034;
İSTANBUL ANADOLU KURUMSAL  ŞUBE;034;014300112034;
İSTANBUL ANADOLU ÖZEL BANKACILIK ŞUBESİ;034;014300134034;
İSTANBUL AVRUPA KURUMSAL ŞUBESİ;034;014300110034;
KART MERKEZI;034;014300998034;
MARMARA KURUMSAL ŞUBE;034;014300216034;
NURUOSMANİYE ŞUBESİ;034;014300153034;
PASSOLİG ŞUBESİ;034;014300997034;
SAKLAMA ŞUBESİ;034;014300160034;
UPT MERKEZI;034;014300666034;
EGE KURUMSAL ŞUBESİ;035;014300235035;
İZMİR ŞUBE;035;014300135035;
KAYSERI;038;014300103038;
BODRUM ÖZEL BANKACILIK ŞUBESİ;048;014300252048;
EFT MERKEZI;999;014399999999;
EMKT MERKEZİ                       ;999;014390008999;
IBAN SUBESI;999;014390001999;
ADANA BARKAL SB.;001;020300079001;
ADANA ORGANİZE SANAYİ ŞUBESİ;001;020300139001;
ADANA SUBESI                       ;001;020300008001;
ADANA TİCARİ MERKEZ;001;020300233001;
ÇUKUROVA/ADANA ŞUBESİ;001;020300161001;
KÜÇÜKSAAT-ADANA SB.;001;020300096001;
ADIYAMAN SUBESI;002;020300126002;
TİMKO SANAYİ SİTESİ;002;020300224002;
AFYONKARAHISAR SUBE;003;020300062003;
EGE TİCARİ MERKEZ ŞUBESİ;003;020300177003;
AMASYA;005;020300212005;
ANKARA BOLGE MUDURLUGU;006;020300973006;
ANKARA SUBESI                      ;006;020300002006;
BAKANLIKLAR SB.;006;020300103006;
BALGAT;006;020300042006;
BASKENT KURUMSAL;006;020300132006;
CEBECİ/ANKARA ŞUBESİ;006;020300164006;
ÇUKURAMBAR ŞUBESİ;006;020300191006;
ETİMESGUT/ANKARA ŞUBESİ;006;020300168006;
ETLIK/ANKARA SUBE;006;020300059006;
IVEDIK SB.;006;020300107006;
KECIOREN;006;020300128006;
OSTIM SB.;006;020300031006;
PURSAKLAR/ANKARA ŞUBESİ;006;020300173006;
SASMAZ;006;020300106006;
SINCAN SB;006;020300064006;
SITELER SUBESI                     ;006;020300014006;
TURAN GÜNES;006;020300090006;
ULUS;006;020300089006;
ÜMITKÖY SUBE;006;020300087006;
ALANYA SUBESI;007;020300210007;
ANTALYA CALLI SUBESI;007;020300115007;
ANTALYA SB.                        ;007;020300021007;
KONYAALTI/ANTALYA ŞUBESİ;007;020300149007;
AYDIN SUBE;009;020300066009;
BALIKESIR SB.                      ;010;020300022010;
BANDIRMA ŞUBESİ;010;020300188010;
BOLU SUBESI;014;020300123014;
BEŞEVLER SANAYİ ŞUBESİ;016;020300095016;
BURSA DEMİRTAŞ ŞUBESİ;016;020300156016;
BURSA SUBESI;016;020300004016;
FSM BULVARI BURSA;016;020300225016;
İNEGÖL/BURSA ŞUBESİ;016;020300155016;
KESTEL/BURSA ŞUBESİ;016;020300140016;
MARMARA BÖLGE MÜDÜRLÜĞÜ;016;020300978016;
ULUDAG/BURSA;016;020300038016;
YENİYOL BURSA;016;020300219016;
ÇANAKKALE SUBE;017;020300108017;
ÇANKIRI ŞUBESİ;018;020300163018;
CORUM SUBE;019;020300063019;
DENIZLI SUBE;020;020300033020;
DENİZLİ SANAYİ ŞUBESİ;020;020300179020;
DIYARBAKIR SUBE;021;020300032021;
KAYAPINAR;021;020300116021;
EDİRNE ŞUBESİ;022;020300208022;
ELAZIG  SUBE;023;020300060023;
ERZİNCAN;024;020300218024;
ERZURUM SUBESİ;025;020300054025;
ESKISEHIR SUBE;026;020300050026;
GATEM/GAZİANTEP ŞUBESİ;027;020300187027;
GAZIANTEP SUBESI                   ;027;020300009027;
GAZİANTEP ORG. SANAYİ SUBESI;027;020300171027;
GAZİANTEP TİCARİ MERKEZ;027;020300232027;
GUNEY ANADOLU BOLGE MUDURLUGU;027;020300974027;
SEHITKAMIL;027;020300119027;
GIRESUN SUBESI;028;020300135028;
ANTAKYA ŞUBESİ;031;020300147031;
ISKENDERUN SB.;031;020300100031;
ISPARTA SB.;032;020300074032;
MERSIN SB.;033;020300070033;
POZCU/MERSİN ŞUBESİ;033;020300206033;
TARSUS/MERSİN ŞUBESİ;033;020300207033;
AKŞEMSETTİN/İSTANBUL ŞUBESİ;034;020300178034;
ALIBEYKOY SUBESI;034;020300117034;
ALTUNIZADE SB.;034;020300092034;
ANADOLU KURUMSAL SUBESI;034;020300130034;
ARNAVUTKÖY-ISTANBUL;034;020300112034;
AVCILAR SUBESI;034;020300053034;
AVRUPA KURUMSAL SUBESI;034;020300131034;
BAGCILAR SB.;034;020300028034;
BAHCELIEVLER SB.;034;020300075034;
BAHÇELİEVLER SOĞANLI ŞUBESİ;034;020300198034;
BAKIRKÖY ÇARSI SB.;034;020300099034;
BASIN EKSPRES /İSTANBUL ŞUBESİ;034;020300152034;
BAŞAKŞEHİR ŞUBESİ;034;020300200034;
BAYRAMPASA SUBESI                  ;034;020300013034;
BESYUZEVLER SB.;034;020300027034;
BEYAZIT ŞUBESİ;034;020300184034;
BEYKENT SB.;034;020300030034;
BEYLİKDÜZÜ ORG. SANAYİ ŞUBESİ;034;020300154034;
BULGURLU;034;020300227034;
BUYUKCEKMECE SUBESI;034;020300121034;
CAGLAYAN;034;020300044034;
CALL CENTER;034;020309500034;
CEKMEKOY;034;020300122034;
CENNET MAH/İSTANBUL ŞUBESİ;034;020300150034;
ÇAKMAK/İSTANBUL ŞUBESİ;034;020300183034;
DIS ISLER MUDURLUGU;034;020300993034;
DİJİTAL ŞUBE;034;020300501034;
DUDULLU/İSTANBUL;034;020300211034;
ESENLER SB.;034;020300080034;
ESENYURT CUMHURİYET CADDESİ;034;020300129034;
ESENYURT SUBESI;034;020300113034;
EYÜP ŞUBESİ;034;020300192034;
FATIH SUBESI                       ;034;020300015034;
FINDIKZADE İSTANBUL;034;020300213034;
FİRUZKÖY/İSTANBUL ŞUBESİ;034;020300182034;
FLORYA/İSTANBUL ŞUBESİ;034;020300142034;
GAZIOSMANPASA;034;020300093034;
GUNESLI SUBE;034;020300040034;
GÜLTEPE/İSTANBUL;034;020300189034;
GÜNGÖREN SB.;034;020300101034;
HADIMKÖY SB.;034;020300098034;
HASANPASA SUBE;034;020300081034;
IBRAHİM AGA CADDESI GEBZE;034;020300223034;
IHLAMURKUYU/İSTANBUL ŞUBESİ;034;020300151034;
IKITELLI;034;020300024034;
IMES SUBE;034;020300037034;
ISTANBUL ANADOLU BOLGE MUDURLUGU;034;020300970034;
ISTANBUL AVRUPA 1;034;020300971034;
ISTANBUL AVRUPA 2 ;034;020300972034;
ISTOC SB.;034;020300083034;
IVR;034;020309510034;
İKİTELLİ METRO ŞUBESİ;034;020300175034;
İKİTELLİ ORGANİZE SANAYİ ŞUBESİ;034;020300216034;
İNTERNET;034;020309300034;
KADIKOY SUBESI                     ;034;020300011034;
KAĞITHANE;034;020300012034;
KARAKOY SUBESI                     ;034;020300005034;
KARTAL ŞUBE;034;020300056034;
KASIMPASA;034;020300220034;
KAVACIK SUBE;034;020300057034;
KAYNARCA;034;020300127034;
KOZYATAGI SB.;034;020300085034;
KREDI KARTLARI MERKEZI;034;020300992034;
KUCUKBAKKALKOY SUBESI;034;020300133034;
KUCUKKOY;034;020300124034;
KURTKOY SB./ISTANBUL;034;020300120034;
LALELI SB.;034;020300071034;
LEVENT SANAYI SUBE;034;020300049034;
MALI ISLER MUDURLUGU;034;020300990034;
MALTEPE SUBE;034;020300043034;
MASKO SUBESI;034;020300137034;
MASLAK;034;020300109034;
MECIDIYEKOY SB.;034;020300110034;
MERCAN/İSTANBUL;034;020300215034;
MERKEZ SUBE;034;020300001034;
MERTER;034;020300026034;
METROKENT/İSTANBUL ŞUBESİ;034;020300199034;
ORNEK MAHALLESI;034;020300221034;
OSMANBEY;034;020300086034;
PENDİK E5 ŞUBESİ;034;020300174034;
PENDİK ŞUBE;034;020300025034;
SAHRAYI CEDIT SUBE;034;020300036034;
SANCAKTEPE;034;020300104034;
SEFAKOY SUBE;034;020300058034;
SIRINEVLER SUBESI;034;020300048034;
SİLİVRİ ŞUBESİ;034;020300166034;
SOĞANLIK İSTANBUL;034;020300230034;
SULTANBEYLI;034;020300041034;
SULTANÇIFTLIGI;034;020300094034;
SULTANHAMAM;034;020300023034;
ŞEHREMİNİ/İSTANBUL ŞUBESİ;034;020300169034;
TAKSİM;034;020300222034;
TERAZİDERE/İSTANBUL ŞUBESİ;034;020300197034;
TOPCULAR SB.;034;020300084034;
TOPKAPI ŞUBESİ;034;020300138034;
TRAKYA KURUMSAL SUBESI;034;020300136034;
TUZLA SANAYİ İSTANBUL ŞUBESİ;034;020300144034;
USKUDAR SUBE;034;020300035034;
ÜMRANİYE ÇARŞI;034;020300195034;
ÜMRANİYE SUBESİ;034;020300018034;
YAVUZ SELİM/İSTANBUL ŞUBESİ;034;020300193034;
YENIBOSNA;034;020300226034;
YILDIZTEPE BAĞCILAR;034;020300217034;
ZEYTINBURNU SUBE;034;020300039034;
BORNOVA SB.;035;020300097035;
CIGLI-IZMIR SUBESI;035;020300114035;
EGE BOLGE MUDURLUGU;035;020300975035;
IZMIR SUBESI                       ;035;020300003035;
İZMİR GIDA ÇARŞISI ŞUBESİ;035;020300153035;
KARABAGLAR SUBE;035;020300047035;
KEMALPAŞA/İZMİR ŞUBESİ;035;020300157035;
KASTAMONU SB.;037;020300073037;
KAYSERI ORGANIZE SANAYI SUBESI;038;020300111038;
KAYSERI SANAYI;038;020300045038;
KAYSERI SUBESI                     ;038;020300007038;
SİVAS CADDESİ/KAYSERİ ŞUBESİ;038;020300185038;
GEBZE ORGANIZE SANAYI SUBESI;041;020300118041;
GEBZE SUBE;041;020300034041;
GÖLCÜK;041;020300228041;
IZMIT SB.                          ;041;020300019041;
İZMİT E5 ŞUBESİ;041;020300145041;
AKŞEHİR/KONYA ŞUBESİ;042;020300202042;
IC ANADOLU BOLGE MUDURLUGU;042;020300976042;
KOBİSAN/KONYA;042;020300214042;
KONYA BUSAN SUBE;042;020300051042;
KONYA EREĞLİ ŞUBESİ;042;020300194042;
KONYA ORGANIZE SANAYI SUBESI;042;020300134042;
KONYA SANAYI SB.;042;020300029042;
KONYA SUBESI                       ;042;020300006042;
KONYA TİCARİ MERKEZ;042;020300231042;
MEVLANA SB.;042;020300102042;
YENİ TOPTANCILAR/KONYA ŞUBESİ;042;020300176042;
ZAFER SANAYİ/KONYA ŞUBESİ;042;020300201042;
KÜTAHYA ŞUBESİ;043;020300141043;
TAVŞANLI/KÜTAHYA ŞUBESİ;043;020300165043;
MALATYA SB.                        ;044;020300016044;
MANISA SUBE;045;020300067045;
TURGUTLU/MANİSA ŞUBESİ;045;020300158045;
KAHRAMANMARAS SB.                  ;046;020300017046;
MARDİN ŞUBESİ;047;020300146047;
MUŞ ŞUBESİ;049;020300170049;
NEVŞEHİR ŞUBESİ;050;020300143050;
ORDU;052;020300088052;
RIZE SB.;053;020300077053;
ADAPAZARI SB.                      ;054;020300020054;
KARADENIZ BOLGE MUDURLUGU;055;020300977055;
SAMSUN SANAYİ ŞUBESİ;055;020300162055;
SAMSUN SUBESI                      ;055;020300010055;
SİİRT ŞUBESİ;056;020300180056;
SIVAS SUBESI;058;020300052058;
ÇORLU SUBE;059;020300082059;
TEKİRDAĞ ŞUBESİ;059;020300181059;
TOKAT SB.;060;020300078060;
TRABZON DEĞİRMENDERE ŞUBESİ;061;020300148061;
TRABZON SUBESI;061;020300055061;
EMNİYET CADDESİ/ŞANLIURFA;063;020300204063;
ŞANLIURFA SUBESİ;063;020300046063;
UŞAK;064;020300209064;
VAN SUBE;065;020300065065;
KARADENIZ EREGLI SB.;067;020300076067;
AKSARAY;068;020300091068;
KARAMAN SUBESI;070;020300125070;
BATMAN SB.;072;020300072072;
YALOVA SUBESI;077;020300069077;
KARABUK SB.;078;020300105078;
OSMANIYE SUBE;080;020300068080;
DUZCE SUBE;081;020300061081;
EFT MERKEZI;999;020399999999;
EMKT MERKEZİ                       ;999;020390008999;
IBAN MERKEZ SUBE;999;020390001999;
ADANA SUBESI;001;012409250001;
ANKARA KURUMSAL ŞUBE;006;012409092006;
BALGAT ANKARA SUBESI;006;012409680006;
ANTALYA SUBESI                     ;007;012409130007;
BURSA SUBESI;016;012409084016;
DENİZLİ SUBESI;020;012409610020;
ESKİŞEHİR SUBESI;026;012409490026;
GAZIANTEP SUBESI;027;012409330027;
MERSIN SUBESI;033;012409520033;
ATAŞEHİR TİCARİ SUBE;034;012409280034;
BAKIRKOY SUBESI;034;012409126034;
BEYLİKDÜZÜ ŞUBESI;034;012409810034;
DİJİTAL ŞUBE;034;012408021034;
EFES MERTER SUBESI;034;012409750034;
ETİLER ÖZEL BANKACILIK SUBESI;034;012409670034;
GENEL MUDURLUK BIREYSEL;034;012408019034;
GENEL MUHASEBE/INTERNET SB.;034;012409019034;
HAZINE;034;012409159034;
ISTANBUL DERI VE END.SERBEST BÖLGE;034;012409701034;
İSTANBUL ESENTEPE SUBESİ;034;012409930034;
İSTANBUL KURUMSAL SUBE;034;012409027034;
KARTAL SUBESI;034;012409100034;
KREDİ KARTLARI MERKEZI;034;012408345034;
MOBİL ŞUBE;034;012408017034;
MOBİL ŞUBE - 2;034;012408020034;
SUADİYE ŞUBE;034;012409068034;
ŞİŞLİ SUBESI;034;012409260034;
VADİSTANBUL ŞUBE;034;012409500034;
EGE ŞUBESİ;035;012409940035;
IZMIR SUBESI;035;012409076035;
GEBZE OSB SUBESI;041;012409410041;
BODRUM SUBESI;048;012409640048;
SAMSUN SUBESI;055;012409530055;
ÇORLU ŞUBESI;059;012409560059;
EFT MERKEZİ;999;012499999999;
EMKT MERKEZİ                       ;999;012490008999;
IBAN MERKEZ SB;999;012490001999;
ADANA SB.                          ;001;013509191001;
CEYHAN;001;013509192001;
TOROS CADDESI/ADANA;001;013509081001;
ANKARA KURUMSAL ŞUBESİ;006;013509061006;
BALGAT/ANKARA;006;013509510006;
ÇANKAYA;006;013509063006;
GİMAT;006;013509062006;
OSTIM;006;013509560006;
ULUS/ANKARA;006;013509821006;
AKSU;007;013509073007;
ALANYA SUBESI;007;013509074007;
ANTALYA SUBESI                     ;007;013509071007;
AYDIN;009;013509790009;
SÖKE;009;013509910009;
BALIKESIR;010;013509102010;
BURSA SUBESI                       ;016;013509161016;
KARACABEY BURSA;016;013509162016;
NİLÜFER/BURSA;016;013509050016;
DENIZLI SB.                        ;020;013509201020;
DİYARBAKIR ;021;013509021021;
ELAZIĞ;023;013509023023;
ESKISEHIR SB.                      ;026;013509111026;
GAZIANTEP SUBESI                   ;027;013509271027;
ANTAKYA SB.;031;013509311031;
PAYAS İSKENDERUN ŞUBESİ;031;013509312031;
MERSIN;033;013509331033;
TARSUS;033;013509332033;
ALTUNIZADE SB                      ;034;013509360034;
ANADOLU KURUMSAL;034;013509250034;
ANADOLU M.TAKAS;034;013509011034;
AVCILAR SB.                        ;034;013509320034;
AVRUPA KURUMSAL;034;013509861034;
BAGCILAR/ISTANBUL;034;013509020034;
BAKIRKOY SB.                       ;034;013509130034;
BATI ATASEHİR;034;013509341034;
BAYRAMPASA SUBESI                  ;034;013509831034;
BEYLİKDUZU;034;013509740034;
BOMONTİ;034;013509347034;
CADDEBOSTAN SB.;034;013509450034;
CIFTEHAVUZLAR SUBESI               ;034;013509811034;
DAVUTPAŞA;034;013509690034;
DES(DEMIRCILER SITESI);034;013509640034;
DİJİTAL BANK;034;013507240034;
EMİNÖNÜ ŞUBESİ;034;013509260034;
ETILER SB.                         ;034;013509300034;
FON YÖNETİMİ;034;013509159034;
GENEL MUHASEBE;034;013509019034;
HADIMKOY SB.                       ;034;013509330034;
IKITELLI SB.                       ;034;013509480034;
ISTANBUL DERI VE ENDUS.SERB.BOL.SB.;034;013509430034;
ISTOÇ;034;013509810034;
İMES;034;013509730034;
KARAKOY SB.                        ;034;013509210034;
KARTAL/ISTANBUL SB.;034;013509841034;
KAZASKER;034;013509891034;
KIRAÇ;034;013509610034;
KK/BİREYSEL;034;013508345034;
KURUÇEŞME ŞUBESİ;034;013509348034;
LEVENT SANAYİ ŞUBESİ;034;013509871034;
MECİDİYEKÖY;034;013509530034;
MERTER SB.                         ;034;013509180034;
M.TAKAS- VEZNE;034;013509010034;
NURUOSMANİYE ŞUBESİ;034;013509349034;
OSMANBEY SB;034;013509142034;
PENDIK;034;013509710034;
SANCAKTEPE;034;013509680034;
SEFAKOY;034;013509620034;
SELAMİÇEŞME;034;013509892034;
SUADIYE SB.                        ;034;013509370034;
TAKSIM SB.                         ;034;013509230034;
TARABYA SB.                        ;034;013509170034;
TOPCULAR SB.                       ;034;013509290034;
TUZLA E-5;034;013509780034;
TUZLA ORGANIZE SANAYI;034;013509670034;
YENİBOSNA;034;013509720034;
YESILKOY  SUBESI;034;013509440034;
ZEYTINBURNU;034;013509030034;
ALİAĞA/İZMİR;035;013509460035;
ALSANCAK ÖZEL BANKACILIK ŞUBESİ;035;013509352035;
BORNOVA SUBESI                     ;035;013509470035;
İZMİR KURUMSAL ŞUBESİ;035;013509351035;
KARABAGLAR;035;013509580035;
KARSIYAKA SB.                      ;035;013509490035;
MENEMEN SB.;035;013509235035;
ODEMIS;035;013509135035;
TORBALI;035;013509335035;
KAYSERI SB.                        ;038;013509380038;
GEBZE SUBESI                       ;041;013509851041;
IZMIT SB.                          ;041;013509412041;
KONYA SUBESI                       ;042;013509421042;
AKHISAR;045;013509451045;
MANISA;045;013509456045;
SALIHLI;045;013509453045;
KAHRAMANMARAŞ;046;013509770046;
BODRUM;048;013509483048;
FETHIYE;048;013509482048;
MILAS;048;013509481048;
YALIKAVAK;048;013509485048;
ADAPAZARI;054;013509940054;
SAMSUN SB.                         ;055;013509551055;
SİVAS;058;013509058058;
ÇORLU;059;013509591059;
TRABZON SB.                        ;061;013509611061;
SANLIURFA SB.;063;013509631063;
EFT MERKEZİ                        ;999;013599999999;
EMKT MERKEZİ                       ;999;013590008999;
IBAN MERKEZ SUBE;999;013590001999;
ANKARA ŞUBE;006;009109092006;
GAZIANTEP;027;009109210027;
EFT MERKEZİ;034;009199999034;
FON YONETIMI;034;009109159034;
GENE MUDURLUK MUHASEBE;034;009109019034;
GÜNEŞLİ ŞUBE;034;009109230034;
KOZYATAĞI ŞUBE;034;009109190034;
MENKUL KIYMETLER;034;009109167034;
MERKEZ ŞUBE;034;009109142034;
KAYSERI SUBE;038;009109200038;
KONYA ŞUBE;042;009109220042;
EMKT MERKEZİ                       ;999;009190008999;
IBAN MERKEZ ŞUBE;999;009190001999;
MERKEZ;034;009400001034;
EFT MERKEZİ;034;012999999034;
EMKT MERKEZI;999;012990008999;
IBAN MERKEZ SUBESI;999;012990001999;
FON YÖNETİMİ;034;014909159034;
GENEL MUHASEBE;034;014909019034;
GENEL MÜDÜRLÜK;034;014909142034;
EFT MERKEZI;999;014999999999;
EMKT MERKEZİ;999;014990008999;
IBAN MERKEZ SUBE;999;014990001999;
BIREYSEL BANKACILIK MERKEZI;034;014200444034;
EFT MERKEZI                        ;034;014299999034;
EMKT MERKEZİ                       ;034;014290008034;
HAZINE OPERASYON;034;014200003034;
KURUMSAL BANKACILIK MERKEZI;034;014200002034;
IBAN MERKEZ SUBESI;999;014290001999;
GENEL MUD.                         ;034;002900001034;
HAZINE OPERASYON;034;002900002034;
MERKEZ SUBE;034;002900003034;
EFT MERKEZI;999;002999999999;
EMKT MERKEZI;999;002990008999;
IBAN MERKEZ SUBE;999;002990001999;
ADANA SB;001;012509297001;
ANKARA SUBESI                      ;006;012509092006;
ANTALYA S                          ;007;012509213007;
LARA ÖZEL BANKACILIK ŞUBESI;007;012509780007;
BURSA ÖZEL BANKACILIK ŞUBESI;016;012509890016;
BURSA PLAZA SUBESI;016;012509640016;
DENIZLI SB.;020;012509330020;
ESKISEHIR SB.;026;012509340026;
GAZIANTEP SB.;027;012509320027;
ISKENDERUN SUBE;031;012509430031;
MERSIN SUBESI;033;012509410033;
ATAŞEHİR FİNANS MERKEZİ ŞUBESİ;034;012509620034;
BAKIRKOY SUBESI                    ;034;012509126034;
BURGAN BANK A.Ş. ASYA TİCARİ MERKEZ ŞUBESİ;034;012509255034;
ÇİFTEHAVUZLAR SUBESI;034;012509670034;
DİJİTAL BANKACILIK ;034;012501050034;
ETILER                             ;034;012509191034;
FAKTORING;034;012509460034;
GENEL MUHASEBE;034;012509019034;
GUNESLI                            ;034;012509100034;
HAZINE OPERASYON BOLUMU;034;012509159034;
IKITELLI SUBESI;034;012509420034;
İSTANBUL KURUMSAL ŞUBE;034;012509027034;
KALAMIS;034;012509580034;
KREDI KARTLARI MERKEZI;034;012509350034;
MASLAK TİCARİ;034;012509570034;
MENKUL KIYMET SAKLAMA HIZMETLERI;034;012509510034;
MERKEZ ŞUBE;034;012509530034;
NİŞANTAŞI SB.;034;012509370034;
ON DİJİTAL;034;012502000034;
PENDIK SUBESI;034;012509450034;
SUADİYE;034;012509590034;
TAKAS MERKEZI;034;012509142034;
YATIRIM BANKACILIGI;034;012509167034;
YEŞİLYURT;034;012509701034;
IZMIR                              ;035;012509076035;
KAYSERI SB.;038;012509300038;
GEBZE                              ;041;012509183041;
IZMIT SB.;041;012509390041;
BODRUM SB.;048;012509470048;
EFT MERKEZİ;999;012599999999;
EMKT MERKEZİ                       ;999;012590008999;
IBAN MERKEZ SUBE;999;012590001999;
FON OPERASYON;034;009200006034;
ISTANBUL AVRUPA KURUMSAL MERKEZ ŞB;034;009200001034;
İSTANBUL ASYA KURUMSAL MERKEZ ŞUBESİ ;034;009200010034;
MENKUL SAKLAMA;034;009200005034;
EGE KURUMSAL MERKEZ SUBE;035;009200002035;
EFT MERKEZİ;999;009299999999;
EMKT MERKEZİ;999;009290008999;
IBAN MERKEZ SUBESI;999;009290001999;
EFT MERKEZ ŞUBESİ;999;015899999999;
EMKT ŞUBESİ;999;015890008999;
IBAN ŞUBESİ;999;015890001999;
GENEL MÜDÜRLÜK MUHASEBELEŞME ŞUBESİ ;034;015100100034;
EFT;999;015199999999;
EMKT;999;015190008999;
IBAN MERKEZ ŞUBESİ;999;015190001999;
ADANA CARSI SB.;001;013402340001;
ADANA SB.                          ;001;013409400001;
ADANA TICARI MERKEZ;001;013403980001;
BARAJ YOLU;001;013401195001;
BARKAL;001;013404100001;
CEYHAN SUBESI;001;013404420001;
ÇUKUROVA ÖZEL BANKACILIK;001;013404180001;
KARATAŞ;001;013401290001;
KONYA ÖZEL BANKACILIK;001;013403875001;
KOZAN;001;013401390001;
KUZEY ADANA SB.;001;013403230001;
SARIÇAM;001;013402045001;
SEYHAN;001;013404700001;
SEYHAN BÜYÜK İŞLETMELER;001;013403735001;
